"U","V","Depth","OPC_site","Lat","Lon","StartUTC"
-0.38,-1.18,88.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.39,-1.17,96.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.4,-1.16,104.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.39,-1.13,112.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.36,-1.05,120.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.34,-0.93,128.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.31,-0.84,136.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.24,-0.72,144.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.18,-0.59,152.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.12,-0.46,160.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.08,-0.33,168.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.06,-0.22,176.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.04,-0.15,184.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.02,-0.08,192.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.01,-0.04,200.8,"NS",-30.002,153.581,"7/09/2004 12:40"
0,-0.02,208.8,"NS",-30.002,153.581,"7/09/2004 12:40"
0.03,-0.01,216.8,"NS",-30.002,153.581,"7/09/2004 12:40"
0.02,0,224.8,"NS",-30.002,153.581,"7/09/2004 12:40"
0.02,0.01,232.8,"NS",-30.002,153.581,"7/09/2004 12:40"
0.04,0.02,240.8,"NS",-30.002,153.581,"7/09/2004 12:40"
-0.48,-1.77,16.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.45,-1.75,24.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.47,-1.74,32.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.47,-1.73,40.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.47,-1.74,48.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.48,-1.72,56.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.52,-1.7,64.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.5,-1.7,72.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.49,-1.66,80.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.52,-1.63,88.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.53,-1.67,96.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.47,-1.65,104.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.44,-1.6,112.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.44,-1.56,120.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.43,-1.51,128.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.44,-1.45,136.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.43,-1.39,144.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.42,-1.31,152.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.39,-1.22,160.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.35,-1.11,168.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.31,-0.98,176.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.28,-0.85,184.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.23,-0.74,192.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.19,-0.63,200.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.17,-0.54,208.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.17,-0.48,216.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.16,-0.41,224.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.15,-0.37,232.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.14,-0.31,240.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.13,-0.26,248.8,"NS",-30,153.621,"7/09/2004 13:00"
-0.46,-1.7,16.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.44,-1.7,24.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.42,-1.67,32.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.45,-1.67,40.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.48,-1.66,48.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.5,-1.65,56.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.5,-1.65,64.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.49,-1.64,72.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.49,-1.61,80.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.56,-1.58,88.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.58,-1.59,96.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.53,-1.61,104.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.47,-1.59,112.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.45,-1.56,120.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.42,-1.51,128.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.43,-1.46,136.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.44,-1.45,144.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.45,-1.44,152.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.43,-1.43,160.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.42,-1.4,168.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.42,-1.36,176.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.41,-1.32,184.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.39,-1.25,192.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.37,-1.16,200.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.35,-1.07,208.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.33,-0.99,216.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.32,-0.93,224.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.33,-0.88,232.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.32,-0.84,240.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.28,-0.79,248.8,"NS",-29.998,153.661,"7/09/2004 13:20"
-0.46,-1.58,16.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.44,-1.55,24.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.44,-1.55,32.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.45,-1.54,40.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.45,-1.52,48.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.48,-1.52,56.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.49,-1.51,64.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.49,-1.52,72.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.51,-1.53,80.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.54,-1.53,88.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.54,-1.55,96.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.53,-1.54,104.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.54,-1.51,112.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.51,-1.51,120.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.47,-1.48,128.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.45,-1.45,136.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.46,-1.46,144.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.45,-1.43,152.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.41,-1.39,160.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.41,-1.35,168.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.41,-1.35,176.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.38,-1.34,184.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.34,-1.32,192.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.34,-1.31,200.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.31,-1.27,208.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.31,-1.19,216.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.31,-1.09,224.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.31,-1.02,232.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.33,-0.96,240.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.34,-0.95,248.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.38,-0.92,256.8,"NS",-29.997,153.7,"7/09/2004 13:40"
-0.39,-1.48,16.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.35,-1.46,24.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.34,-1.46,32.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.34,-1.43,40.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.38,-1.42,48.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.43,-1.41,56.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.45,-1.4,64.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.46,-1.42,72.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.48,-1.42,80.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.47,-1.44,88.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.47,-1.44,96.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.45,-1.42,104.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.47,-1.4,112.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.48,-1.38,120.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.47,-1.37,128.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.49,-1.33,136.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.47,-1.32,144.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.46,-1.3,152.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.41,-1.29,160.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.37,-1.25,168.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.36,-1.24,176.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.35,-1.23,184.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.33,-1.22,192.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.32,-1.16,200.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.31,-1.14,208.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.26,-1.12,216.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.24,-1.07,224.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.28,-1.01,232.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.32,-0.96,240.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.33,-0.93,248.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.34,-0.92,256.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.35,-0.89,264.8,"NS",-30,153.741,"7/09/2004 14:00"
-0.37,-1.47,16.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.38,-1.47,24.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.39,-1.44,32.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.39,-1.41,40.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.42,-1.38,48.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.48,-1.4,56.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.45,-1.4,64.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.46,-1.4,72.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.45,-1.4,80.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.45,-1.41,88.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.43,-1.41,96.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.44,-1.4,104.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.44,-1.38,112.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.45,-1.37,120.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.47,-1.33,128.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.46,-1.3,136.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.45,-1.31,144.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.43,-1.3,152.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.39,-1.27,160.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.34,-1.25,168.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.32,-1.23,176.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.31,-1.22,184.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.3,-1.22,192.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.3,-1.17,200.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.31,-1.15,208.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.31,-1.11,216.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.27,-1.07,224.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.28,-1.03,232.8,"NS",-30.015,153.74,"7/09/2004 14:20"
-0.02,-0.1,16.8,"DH",-31.756,152.896,"6/09/2004 9:40"
-0.01,-0.04,24.8,"DH",-31.756,152.896,"6/09/2004 9:40"
0.01,-0.02,32.8,"DH",-31.756,152.896,"6/09/2004 9:40"
0.02,0,40.8,"DH",-31.756,152.896,"6/09/2004 9:40"
0.04,0,48.8,"DH",-31.756,152.896,"6/09/2004 9:40"
-0.09,-0.36,16.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.04,-0.23,24.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.02,-0.16,32.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.03,-0.11,40.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.06,-0.08,48.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.07,-0.07,56.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.03,-0.07,64.8,"DH",-31.751,152.942,"6/09/2004 10:00"
-0.11,-0.49,16.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.06,-0.43,24.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.06,-0.36,32.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.07,-0.31,40.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.08,-0.2,48.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.12,-0.16,56.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.12,-0.15,64.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.09,-0.16,72.8,"DH",-31.75,152.994,"6/09/2004 10:20"
-0.17,-0.46,16.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.15,-0.43,24.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.14,-0.43,32.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.14,-0.43,40.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.05,-0.38,48.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.05,-0.29,56.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.06,-0.25,64.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.04,-0.2,72.8,"DH",-31.75,153.043,"6/09/2004 10:40"
0.04,-0.24,80.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.05,-0.24,88.8,"DH",-31.75,153.043,"6/09/2004 10:40"
-0.19,-0.36,16.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.17,-0.35,24.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.18,-0.34,32.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.19,-0.33,40.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.18,-0.35,48.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.1,-0.33,56.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.03,-0.33,64.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.02,-0.29,72.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.03,-0.25,80.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.02,-0.26,88.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.04,-0.24,96.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.02,-0.22,104.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.05,-0.22,112.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.03,-0.24,120.8,"DH",-31.749,153.091,"6/09/2004 11:00"
0.04,-0.25,128.8,"DH",-31.749,153.091,"6/09/2004 11:00"
0.2,-0.24,136.8,"DH",-31.749,153.091,"6/09/2004 11:00"
-0.19,-0.32,16.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.16,-0.29,24.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.18,-0.27,32.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.19,-0.28,40.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.19,-0.34,48.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.14,-0.33,56.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.12,-0.32,64.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.07,-0.3,72.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.02,-0.25,80.8,"DH",-31.747,153.139,"6/09/2004 11:20"
0,-0.22,88.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.02,-0.18,96.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.05,-0.14,104.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.13,-0.14,112.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.18,-0.17,120.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.15,-0.21,128.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.1,-0.23,136.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.03,-0.2,144.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.01,-0.15,152.8,"DH",-31.747,153.139,"6/09/2004 11:20"
0.01,-0.13,160.8,"DH",-31.747,153.139,"6/09/2004 11:20"
0.01,-0.11,168.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.02,-0.11,176.8,"DH",-31.747,153.139,"6/09/2004 11:20"
-0.08,-0.26,16.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.07,-0.22,24.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.08,-0.2,32.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.02,-0.24,40.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.05,-0.29,48.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.06,-0.27,56.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.07,-0.26,64.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.06,-0.21,72.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.06,-0.16,80.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.05,-0.11,88.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.01,-0.09,96.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.06,-0.12,104.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.09,-0.18,112.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.09,-0.22,120.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.05,-0.25,128.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.01,-0.26,136.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0,-0.27,144.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0,-0.28,152.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.01,-0.26,160.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.02,-0.26,168.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.02,-0.22,176.8,"DH",-31.747,153.187,"6/09/2004 11:40"
0.02,-0.19,184.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.01,-0.16,192.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.03,-0.16,200.8,"DH",-31.747,153.187,"6/09/2004 11:40"
-0.07,-0.23,16.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.05,-0.21,24.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.03,-0.19,32.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.02,-0.17,40.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.06,-0.21,48.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.05,-0.21,56.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.06,-0.22,64.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.08,-0.18,72.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.08,-0.15,80.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.07,-0.09,88.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.03,-0.06,96.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.01,-0.08,104.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.03,-0.11,112.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.01,-0.15,120.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.04,-0.17,128.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.08,-0.21,136.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.11,-0.24,144.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.13,-0.24,152.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.13,-0.23,160.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.13,-0.23,168.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.13,-0.2,176.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.09,-0.19,184.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.07,-0.16,192.8,"DH",-31.747,153.227,"6/09/2004 12:00"
0.03,-0.16,200.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.02,-0.13,208.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.05,-0.14,216.8,"DH",-31.747,153.227,"6/09/2004 12:00"
-0.07,-0.25,16.8,"DH",-31.746,153.269,"6/09/2004 12:20"
-0.03,-0.22,24.8,"DH",-31.746,153.269,"6/09/2004 12:20"
-0.03,-0.21,32.8,"DH",-31.746,153.269,"6/09/2004 12:20"
-0.05,-0.22,40.8,"DH",-31.746,153.269,"6/09/2004 12:20"
-0.02,-0.2,48.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.04,-0.18,56.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.05,-0.17,64.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.07,-0.13,72.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.08,-0.08,80.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.1,-0.07,88.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.09,-0.04,96.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.08,-0.04,104.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.05,-0.06,112.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.07,-0.08,120.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.1,-0.12,128.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.11,-0.14,136.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.14,-0.15,144.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.14,-0.15,152.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.15,-0.15,160.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.12,-0.15,168.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.13,-0.15,176.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.12,-0.14,184.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.1,-0.1,192.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.08,-0.09,200.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.04,-0.08,208.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.02,-0.06,216.8,"DH",-31.746,153.269,"6/09/2004 12:20"
-0.01,-0.06,224.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0,-0.05,232.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.03,-0.06,240.8,"DH",-31.746,153.269,"6/09/2004 12:20"
0.03,-0.05,248.8,"DH",-31.746,153.269,"6/09/2004 12:20"
